availability,category,description,num_reviews,price,price_excl_tax,price_incl_tax,product_type,stars,tax,title,upc,url
8,default,,0,20.22,20.22,20.22,books,0,0.0,John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
8,music,,0,45.05,45.05,45.05,books,0,0.0,Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
8,history,,0,44.48,44.48,44.48,books,0,0.0,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",f16c2edb2a603f92,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
8,food and drink,,0,53.63,53.63,53.63,books,0,0.0,32 Yolks,b1a227b7609ff263,https://books.toscrape.com/catalogue/32-yolks_510/index.html
8,nonfiction,,0,13.2,13.2,13.2,books,0,0.0,"A Murder Over a Girl: Justice, Gender, Junior High",fef91502cbacf23a,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
8,nonfiction,,0,55.06,55.06,55.06,books,0,0.0,Being Mortal: Medicine and What Matters in the End,15ebd83e53d0391b,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
8,nonfiction,,0,56.91,56.91,56.91,books,0,0.0,Between the World and Me,04e3de7ac35ec5cd,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
8,nonfiction,,0,29.48,29.48,29.48,books,0,0.0,Man's Search for Meaning,4729afff3bea0f0a,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
8,nonfiction,,0,19.22,19.22,19.22,books,0,0.0,Brazen: The Courage to Find the You That's Been Hiding,77e9ea355bd8ae57,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
8,default,,0,37.51,37.51,37.51,books,0,0.0,Death by Leisure: A Cautionary Tale,4dbd54d9e36c9566,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
7,childrens,,0,35.96,35.96,35.96,books,0,0.0,The Whale,0ff9d10864db8364,https://books.toscrape.com/catalogue/the-whale_501/index.html
7,default,,0,34.72,34.72,34.72,books,0,0.0,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,4a0b78598b42897a,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
7,humor,,0,25.55,25.55,25.55,books,0,0.0,Toddlers Are A**holes: It's Not Your Fault,4242cc3d0437db12,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
8,history,,0,11.45,11.45,11.45,books,0,0.0,Brilliant Beacons: A History of the American Lighthouse,7f5157bf53065d36,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
7,spirituality,,0,46.33,46.33,46.33,books,0,0.0,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
7,mystery,,0,25.37,25.37,25.37,books,0,0.0,What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
7,default,,0,22.14,22.14,22.14,books,0,0.0,Wildlife of New York: A Five-Borough Coloring Book,b46d022080543144,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
7,self help,,0,12.08,12.08,12.08,books,0,0.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,88ec621893e595d0,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
8,science,,0,28.41,28.41,28.41,books,0,0.0,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
7,travel,,0,37.33,37.33,37.33,books,0,0.0,Under the Tuscan Sun,a94350ee74deaa07,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
8,young adult,,0,55.65,55.65,55.65,books,0,0.0,Future Shock (Future Shock #1),df6a7c43faa6732b,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
8,default,,0,52.86,52.86,52.86,books,0,0.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
7,default,,0,33.17,33.17,33.17,books,0,0.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5fbd03b1ac0a0e69,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
7,art,,0,32.34,32.34,32.34,books,0,0.0,The Art Book,4b8fa561a1e52d1c,https://books.toscrape.com/catalogue/the-art-book_490/index.html
7,mystery,,0,52.3,52.3,52.3,books,0,0.0,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),20789fb17b423c4c,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html
7,fiction,,0,42.78,42.78,42.78,books,0,0.0,The Bourne Identity (Jason Bourne #1),d250657f0ebc5d73,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
8,default,,0,43.64,43.64,43.64,books,0,0.0,Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
7,add a comment,,0,35.67,35.67,35.67,books,0,0.0,The Drowning Girls,7a10353c9c54cf7c,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
7,biography,,0,39.55,39.55,39.55,books,0,0.0,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
7,add a comment,,0,16.24,16.24,16.24,books,0,0.0,The Glass Castle,47f4fd3e8e1dac05,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
7,default,,0,49.03,49.03,49.03,books,0,0.0,The Good Girl,f935412970c9f58f,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
7,default,,0,36.05,36.05,36.05,books,0,0.0,The Great Gatsby,a8dbf1c6b41b885a,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
7,science,,0,10.01,10.01,10.01,books,0,0.0,The Origin of Species,0345872b14f9e774,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
7,historical fiction,,0,16.62,16.62,16.62,books,0,0.0,The Constant Princess (The Tudor Court #1),24933c712f0bca2f,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html
7,art,,0,41.14,41.14,41.14,books,0,0.0,The Story of Art,9147c5251cc99eb1,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
7,childrens,,0,32.38,32.38,32.38,books,0,0.0,Playing from the Heart,68008abf6409dfde,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
7,childrens,,0,34.41,34.41,34.41,books,0,0.0,Raymie Nightingale,31c56c4d0fe19340,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
7,business,,0,51.74,51.74,51.74,books,0,0.0,"Rich Dad, Poor Dad",8486f61aa81a3daa,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
7,childrens,,0,52.87,52.87,52.87,books,0,0.0,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9639e89d20228e6e,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
7,fiction,,0,40.2,40.2,40.2,books,0,0.0,Sister Dear,7ffebdd1d5148aef,https://books.toscrape.com/catalogue/sister-dear_485/index.html
7,romance,,0,20.9,20.9,20.9,books,0,0.0,"Sit, Stay, Love",bd087cf6a846db75,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
7,default,,0,20.9,20.9,20.9,books,0,0.0,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,8776181be110838a,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
7,add a comment,,0,20.12,20.12,20.12,books,0,0.0,Team of Rivals: The Political Genius of Abraham Lincoln,ba047a636b7d3793,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
7,nonfiction,,0,45.13,45.13,45.13,books,0,0.0,For the Love: Fighting for Grace in a World of Impossible Standards,2e40333991f56f45,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
7,sequential art,,0,19.57,19.57,19.57,books,0,0.0,"Fruits Basket, Vol. 7 (Fruits Basket #7)",de6d7645f192d517,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
7,add a comment,,0,57.43,57.43,57.43,books,0,0.0,John Adams,68407606544d6f22,https://books.toscrape.com/catalogue/john-adams_472/index.html
7,fantasy,,0,39.61,39.61,39.61,books,0,0.0,King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
7,nonfiction,,0,46.64,46.64,46.64,books,0,0.0,Finding God in the Ruins: How God Redeems Pain,4e78f06160b717ac,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
7,food and drink,,0,46.01,46.01,46.01,books,0,0.0,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2a9fcb3382d351c8,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
7,add a comment,,0,37.05,37.05,37.05,books,0,0.0,Good in Bed (Cannie Shapiro #1),c00bc29a678a6efb,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
7,poetry,,0,51.17,51.17,51.17,books,0,0.0,Leave This Song Behind: Teen Poetry at Its Best,b74ee891e2a6dd69,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
7,default,,0,13.22,13.22,13.22,books,0,0.0,Life of Pi,40cdcbb7692fd408,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
7,womens fiction,,0,43.58,43.58,43.58,books,0,0.0,Meternity,725cd8d23d78cdca,https://books.toscrape.com/catalogue/meternity_478/index.html
7,christian,,0,25.77,25.77,25.77,books,0,0.0,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,a322361a37a78d3d,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
7,food and drink,,0,11.38,11.38,11.38,books,0,0.0,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",924438fc6cbec836,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
7,young adult,,0,50.35,50.35,50.35,books,0,0.0,Nightstruck: A Novel,746029796363aa51,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
7,music,,0,52.6,52.6,52.6,books,0,0.0,"Chronicles, Vol. 1",4781b6bfd6f7a2c5,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
7,christian fiction,,0,17.97,17.97,17.97,books,0,0.0,Counted With the Stars (Out from Egypt #1),4807043b8218e9ce,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
7,mystery,,0,20.89,20.89,20.89,books,0,0.0,Delivering the Truth (Quaker Midwife Mystery #1),4e980425468708da,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
7,fantasy,,0,12.16,12.16,12.16,books,0,0.0,Every Heart a Doorway (Every Heart A Doorway #1),4fa75fc6829431ca,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
6,default,,0,17.8,17.8,17.8,books,0,0.0,The Hobbit (Middle-Earth Universe),72b5355dda190b6a,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
6,add a comment,,0,43.27,43.27,43.27,books,0,0.0,The Joy of Cooking,d326e189b1210916,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
6,historical fiction,,0,37.34,37.34,37.34,books,0,0.0,The Invention of Wings,e6635f5b0a2c78db,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html
6,default,,0,31.58,31.58,31.58,books,0,0.0,The Makings of a Fatherless Child,2efa5a839e62b1bd,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
6,nonfiction,,0,59.45,59.45,59.45,books,0,0.0,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,60376aa71be66083,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
7,christian fiction,,0,28.77,28.77,28.77,books,0,0.0,Like Never Before (Walker Family #2),b6670507e85b30e6,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
7,food and drink,,0,28.25,28.25,28.25,books,0,0.0,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,eff5710404e2ff78,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
6,mystery,,0,24.8,24.8,24.8,books,0,0.0,The Mysterious Affair at Styles (Hercule Poirot #1),2da5edf8b5776c9a,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
6,history,,0,39.67,39.67,39.67,books,0,0.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,774fa432bd7d9c47,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
6,default,,0,55.02,55.02,55.02,books,0,0.0,The Perks of Being a Wallflower,fd364afd082f5446,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
7,fantasy,,0,44.81,44.81,44.81,books,0,0.0,A Gathering of Shadows (Shades of Magic #2),d1378a0ad06ff979,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
7,history,,0,52.4,52.4,52.4,books,0,0.0,A Short History of Nearly Everything,6c7fa6844380f50a,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
7,philosophy,,0,29.93,29.93,29.93,books,0,0.0,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",6b52904b2ab91bf6,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
6,poetry,,0,15.42,15.42,15.42,books,0,0.0,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),3d250ab0f12be445,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
6,default,,0,57.84,57.84,57.84,books,0,0.0,The Sound Of Love,5ba3d703d1ae0c1d,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
6,default,,0,10.27,10.27,10.27,books,0,0.0,The Fellowship of the Ring (The Lord of the Rings #1),cb17945cb90b7837,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
6,add a comment,,0,46.85,46.85,46.85,books,0,0.0,The God Delusion,2bc80eba94950873,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
6,add a comment,,0,18.77,18.77,18.77,books,0,0.0,The Golden Compass (His Dark Materials #1),d33824cb93ecab6f,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
7,fiction,,0,49.67,49.67,49.67,books,0,0.0,Memoirs of a Geisha,dac4b5847454fd9b,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
6,sequential art,,0,36.39,36.39,36.39,books,0,0.0,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",6e06d0f00f6da20f,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html
6,fiction,,0,40.32,40.32,40.32,books,0,0.0,Deception Point,4e3b183180e2a992,https://books.toscrape.com/catalogue/deception-point_426/index.html
6,sequential art,,0,20.96,20.96,20.96,books,0,0.0,"Fruits Basket, Vol. 6 (Fruits Basket #6)",97258f576d4bb672,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html
7,biography,,0,48.19,48.19,48.19,books,0,0.0,Benjamin Franklin: An American Life,5b546a46a86a9d8c,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
6,nonfiction,,0,42.14,42.14,42.14,books,0,0.0,"Girl, Interrupted",384c7d41d5ffe9d1,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
6,thriller,,0,18.32,18.32,18.32,books,0,0.0,Give It Back,012170e4fc87ace0,https://books.toscrape.com/catalogue/give-it-back_430/index.html
6,self help,,0,46.49,46.49,46.49,books,0,0.0,How to Stop Worrying and Start Living,e792c0969cefe1b8,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
6,nonfiction,,0,49.98,49.98,49.98,books,0,0.0,In Cold Blood,fe0f34ebed689381,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
6,add a comment,,0,56.59,56.59,56.59,books,0,0.0,Fun Home: A Family Tragicomic,56a34d0cec11d6b0,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
6,mystery,,0,38.38,38.38,38.38,books,0,0.0,In the Woods (Dublin Murder Squad #1),6958de044cb28a84,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
6,travel,,0,56.88,56.88,56.88,books,0,0.0,A Year in Provence (Provence #1),9e60929f521fa280,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
6,historical,,0,15.79,15.79,15.79,books,0,0.0,The Girl You Left Behind (The Girl You Left Behind #1),eb7459e0c570251d,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
6,psychology,,0,21.3,21.3,21.3,books,0,0.0,An Unquiet Mind: A Memoir of Moods and Madness,46cb43c2ab133ccc,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
6,history,,0,58.55,58.55,58.55,books,0,0.0,Catherine the Great: Portrait of a Woman,f3c70d296ec796c4,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
7,travel,,0,44.34,44.34,44.34,books,0,0.0,A Summer In Europe,cc1936a9f4e93477,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
6,fiction,,0,19.02,19.02,19.02,books,0,0.0,Me Before You (Me Before You #1),7a2b51f69e81c722,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
6,default,,0,46.58,46.58,46.58,books,0,0.0,Musicophilia: Tales of Music and the Brain,6d235933670503d9,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
6,travel,,0,30.54,30.54,30.54,books,0,0.0,The Great Railway Bazaar,48736df57e7bec9f,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
6,food and drink,,0,39.61,39.61,39.61,books,0,0.0,Better Homes and Gardens New Cook Book,faf841f81c52638b,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
6,add a comment,,0,19.27,19.27,19.27,books,0,0.0,Pride and Prejudice,720c36b2bee4692e,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
6,default,,0,30.6,30.6,30.6,books,0,0.0,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,8d8e9f9b8730eb25,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
6,add a comment,,0,48.51,48.51,48.51,books,0,0.0,Mere Christianity,f38f37ed934d84b2,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
6,food and drink,,0,59.92,59.92,59.92,books,0,0.0,The Barefoot Contessa Cookbook,6478ccb4416e6a5d,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
5,fantasy,,0,57.74,57.74,57.74,books,0,0.0,The Raven Boys (The Raven Cycle #1),e0b3a679b83caccc,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
5,music,,0,38.4,38.4,38.4,books,0,0.0,This Is Your Brain on Music: The Science of a Human Obsession,bc209a900101f28d,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
5,young adult,,0,14.64,14.64,14.64,books,0,0.0,Two Summers,3a7d54a264d9f33e,https://books.toscrape.com/catalogue/two-summers_415/index.html
5,fiction,,0,44.58,44.58,44.58,books,0,0.0,The Expatriates,fe7210553d56c097,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
5,fantasy,,0,56.0,56.0,56.0,books,0,0.0,The False Prince (The Ascendance Trilogy #1),a2a9f76339d21ab1,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
5,default,,0,47.22,47.22,47.22,books,0,0.0,The Fault in Our Stars,3661360c99719414,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
5,default,,0,53.68,53.68,53.68,books,0,0.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,163d89116179c33f,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
6,young adult,,0,50.96,50.96,50.96,books,0,0.0,Tell the Wolves I'm Home,2a1b3d967cda1da2,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
5,add a comment,,0,30.57,30.57,30.57,books,0,0.0,The Raven King (The Raven Cycle #4),2e4fc5eacceec12c,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
5,fiction,,0,45.56,45.56,45.56,books,0,0.0,The Firm,ad84f18659e6bfe2,https://books.toscrape.com/catalogue/the-firm_404/index.html
5,science,,0,13.76,13.76,13.76,books,0,0.0,The Grand Design,3213b1f13f5f0f7c,https://books.toscrape.com/catalogue/the-grand-design_405/index.html
5,history,,0,55.91,55.91,55.91,books,0,0.0,The Hiding Place,c4589ee5977a47be,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
5,fiction,,0,24.73,24.73,24.73,books,0,0.0,The Little Paris Bookshop,dfd9ff1f343cdaff,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
5,young adult,,0,41.73,41.73,41.73,books,0,0.0,Where She Went (If I Stay #2),60369d96b7b80869,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
5,nonfiction,,0,48.67,48.67,48.67,books,0,0.0,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,759ee7d059b1beb8,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
5,young adult,,0,47.31,47.31,47.31,books,0,0.0,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",e75f3ae1da1cc652,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
5,historical fiction,,0,32.97,32.97,32.97,books,0,0.0,World Without End (The Pillars of the Earth #2),2e5b4ff08a75fd02,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
5,history,,0,42.91,42.91,42.91,books,0,0.0,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,0d210d2448c3018f,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
5,classics,,0,28.58,28.58,28.58,books,0,0.0,The Metamorphosis,93379e3a2072a01b,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html
5,food and drink,,0,11.05,11.05,11.05,books,0,0.0,The Power Greens Cookbook: 140 Delicious Superfood Recipes,f701fae56b645ef7,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
5,default,,0,11.48,11.48,11.48,books,0,0.0,Remember Me?,2973d38c2fbd7a5c,https://books.toscrape.com/catalogue/remember-me_391/index.html
5,young adult,,0,15.52,15.52,15.52,books,0,0.0,Kill the Boy Band,44f545727e704187,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
5,thriller,,0,31.49,31.49,31.49,books,0,0.0,Killing Floor (Jack Reacher #1),8dde2ff3f6fcc0a3,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
5,young adult,,0,23.63,23.63,23.63,books,0,0.0,Lola and the Boy Next Door (Anna and the French Kiss #2),5e1a88d248599768,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
5,childrens,,0,22.54,22.54,22.54,books,0,0.0,Maybe Something Beautiful: How Art Transformed a Neighborhood,81c68492ccd72941,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
5,food and drink,,0,24.91,24.91,24.91,books,0,0.0,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,12a90b90283b2e6d,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
5,nonfiction,,0,31.63,31.63,31.63,books,0,0.0,My Mother Was Nuts,a4ce39a3720cd679,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
5,fiction,,0,59.98,59.98,59.98,books,0,0.0,Last One Home (New Beginnings #1),07e6810fd3236bda,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
5,academic,,0,13.12,13.12,13.12,books,0,0.0,Logan Kade (Fallen Crest High #5.5),7093cf549cd2e7de,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
5,science,,0,16.28,16.28,16.28,books,0,0.0,Peak: Secrets from the New Science of Expertise,6036239d2ab349b7,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
5,horror,,0,23.37,23.37,23.37,books,0,0.0,Red Dragon (Hannibal Lecter #1),e958ae92f328c181,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
5,default,,0,16.23,16.23,16.23,books,0,0.0,Shiver (The Wolves of Mercy Falls #1),59a8ae019b64f2a7,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
5,fiction,,0,34.22,34.22,34.22,books,0,0.0,Siddhartha,84bb29c53592ac40,https://books.toscrape.com/catalogue/siddhartha_393/index.html
5,classics,,0,15.08,15.08,15.08,books,0,0.0,The Secret Garden,abbb492978ff656d,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html
5,fantasy,,0,45.51,45.51,45.51,books,0,0.0,Tell the Wind and Fire,84126312e2431a09,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
5,default,,0,11.83,11.83,11.83,books,0,0.0,The 5th Wave (The 5th Wave #1),b716233fcb6877e6,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
5,poetry,,0,38.77,38.77,38.77,books,0,0.0,The Crossover,b228042c088b1913,https://books.toscrape.com/catalogue/the-crossover_398/index.html
